[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] 🚀  Start image=gitbugactions:latest
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker pull image=gitbugactions:latest platform= username= forcePull=false
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker create image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker run image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker cp src=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/. dst=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   ✅  Success - Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main Check Style
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[bash --noprofile --norc -e -o pipefail /var/run/act/workflow/1.sh] user= workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | Apache Maven 3.8.8 (4c87b05d9aedce574290d1acc98575ed5eb6cd39)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/io/netty/netty-parent/4.1.82.Final/netty-parent-4.1.82.Final.pom (78 kB at 7.8 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/tika/tika-core/2.4.1/tika-core-2.4.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/tika/tika-core/2.4.1/tika-core-2.4.1.pom (10 kB at 862 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/tika/tika-parent/2.4.1/tika-parent-2.4.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/tika/tika-parent/2.4.1/tika-parent-2.4.1.pom (39 kB at 2.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/apache/26/apache-26.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/apache/26/apache-26.pom (21 kB at 978 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/bouncycastle/bcpkix-jdk18on/1.74/bcpkix-jdk18on-1.74.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/bouncycastle/bcpkix-jdk18on/1.74/bcpkix-jdk18on-1.74.pom (1.6 kB at 66 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/bouncycastle/bcprov-jdk18on/1.74/bcprov-jdk18on-1.74.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/bouncycastle/bcprov-jdk18on/1.74/bcprov-jdk18on-1.74.pom (1.1 kB at 76 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/bouncycastle/bcutil-jdk18on/1.74/bcutil-jdk18on-1.74.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/bouncycastle/bcutil-jdk18on/1.74/bcutil-jdk18on-1.74.pom (1.3 kB at 102 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jsoup/jsoup/1.15.3/jsoup-1.15.3.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jsoup/jsoup/1.15.3/jsoup-1.15.3.pom (13 kB at 1.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/net/java/dev/jna/jna/5.13.0/jna-5.13.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/net/java/dev/jna/jna/5.13.0/jna-5.13.0.pom (2.0 kB at 145 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/net/java/dev/jna/jna-platform/5.13.0/jna-platform-5.13.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/net/java/dev/jna/jna-platform/5.13.0/jna-platform-5.13.0.pom (2.3 kB at 125 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/io/netty/netty-buffer/4.1.82.Final/netty-buffer-4.1.82.Final.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/io/netty/netty-buffer/4.1.82.Final/netty-buffer-4.1.82.Final.pom (1.6 kB at 122 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/arrow/arrow-memory-netty/10.0.1/arrow-memory-netty-10.0.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/arrow/arrow-memory-netty/10.0.1/arrow-memory-netty-10.0.1.pom (2.9 kB at 224 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/arrow/arrow-memory-unsafe/10.0.1/arrow-memory-unsafe-10.0.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/arrow/arrow-memory-unsafe/10.0.1/arrow-memory-unsafe-10.0.1.pom (1.6 kB at 114 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-classic/1.3.6/logback-classic-1.3.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-classic/1.3.6/logback-classic-1.3.6.pom (12 kB at 689 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-parent/1.3.6/logback-parent-1.3.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-parent/1.3.6/logback-parent-1.3.6.pom (20 kB at 998 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-core/1.3.6/logback-core-1.3.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-core/1.3.6/logback-core-1.3.6.pom (5.2 kB at 260 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-sns/1.12.327/aws-java-sdk-sns-1.12.327.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-sns/1.12.327/aws-java-sdk-sns-1.12.327.pom (3.8 kB at 151 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-sqs/1.12.327/aws-java-sdk-sqs-1.12.327.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-sqs/1.12.327/aws-java-sdk-sqs-1.12.327.pom (3.5 kB at 169 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/mchange/c3p0/0.9.5.4/c3p0-0.9.5.4.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/com/mchange/c3p0/0.9.5.4/c3p0-0.9.5.4.pom (1.5 kB at 73 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/mchange/mchange-commons-java/0.2.15/mchange-commons-java-0.2.15.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/com/mchange/mchange-commons-java/0.2.15/mchange-commons-java-0.2.15.pom (3.7 kB at 161 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/zaxxer/HikariCP/2.4.3/HikariCP-2.4.3.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/com/zaxxer/HikariCP/2.4.3/HikariCP-2.4.3.pom (17 kB at 1.0 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/commons-cli/commons-cli/1.2/commons-cli-1.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/commons-cli/commons-cli/1.2/commons-cli-1.2.pom (8.0 kB at 443 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/11/commons-parent-11.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/11/commons-parent-11.pom (25 kB at 1.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/apache/4/apache-4.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/apache/4/apache-4.pom (4.5 kB at 237 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/commons-dbcp/commons-dbcp/1.4/commons-dbcp-1.4.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/commons-dbcp/commons-dbcp/1.4/commons-dbcp-1.4.pom (11 kB at 412 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/12/commons-parent-12.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/12/commons-parent-12.pom (27 kB at 1.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/commons-pool/commons-pool/1.5.4/commons-pool-1.5.4.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/commons-pool/commons-pool/1.5.4/commons-pool-1.5.4.pom (11 kB at 574 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/junit/junit/4.13.2/junit-4.13.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/junit/junit/4.13.2/junit-4.13.2.pom (27 kB at 1.5 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest-core/2.2/hamcrest-core-2.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest-core/2.2/hamcrest-core-2.2.pom (1.4 kB at 68 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest/2.2/hamcrest-2.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest/2.2/hamcrest-2.2.pom (1.1 kB at 49 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/avro/avro/1.8.1/avro-1.8.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/avro/avro/1.8.1/avro-1.8.1.pom (7.1 kB at 253 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/avro/avro-parent/1.8.1/avro-parent-1.8.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/avro/avro-parent/1.8.1/avro-parent-1.8.1.pom (21 kB at 734 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/avro/avro-toplevel/1.8.1/avro-toplevel-1.8.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/avro/avro-toplevel/1.8.1/avro-toplevel-1.8.1.pom (15 kB at 807 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/apache/10/apache-10.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/apache/10/apache-10.pom (15 kB at 987 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/jackson/jackson-core-asl/1.9.13/jackson-core-asl-1.9.13.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/jackson/jackson-core-asl/1.9.13/jackson-core-asl-1.9.13.pom (1.3 kB at 80 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/jackson/jackson-mapper-asl/1.9.13/jackson-mapper-asl-1.9.13.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/jackson/jackson-mapper-asl/1.9.13/jackson-mapper-asl-1.9.13.pom (1.5 kB at 89 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/thoughtworks/paranamer/paranamer/2.7/paranamer-2.7.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/com/thoughtworks/paranamer/paranamer/2.7/paranamer-2.7.pom (5.3 kB at 310 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/thoughtworks/paranamer/paranamer-parent/2.7/paranamer-parent-2.7.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/com/thoughtworks/paranamer/paranamer-parent/2.7/paranamer-parent-2.7.pom (12 kB at 677 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/codehaus-parent/4/codehaus-parent-4.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/codehaus-parent/4/codehaus-parent-4.pom (4.8 kB at 254 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/xerial/snappy/snappy-java/1.1.1.3/snappy-java-1.1.1.3.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/xerial/snappy/snappy-java/1.1.1.3/snappy-java-1.1.1.3.pom (3.3 kB at 164 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-compress/1.21/commons-compress-1.21.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-compress/1.21/commons-compress-1.21.pom (20 kB at 984 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/tukaani/xz/1.9/xz-1.9.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/tukaani/xz/1.9/xz-1.9.pom (2.0 kB at 120 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-text/1.10.0/commons-text-1.10.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-text/1.10.0/commons-text-1.10.0.pom (21 kB at 905 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/54/commons-parent-54.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/54/commons-parent-54.pom (82 kB at 2.5 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/junit/junit-bom/5.9.1/junit-bom-5.9.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/junit/junit-bom/5.9.1/junit-bom-5.9.1.pom (5.6 kB at 313 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/mockito/mockito-core/3.5.6/mockito-core-3.5.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/mockito/mockito-core/3.5.6/mockito-core-3.5.6.pom (25 kB at 1.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/net/bytebuddy/byte-buddy/1.10.13/byte-buddy-1.10.13.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/net/bytebuddy/byte-buddy/1.10.13/byte-buddy-1.10.13.pom (11 kB at 466 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/net/bytebuddy/byte-buddy-parent/1.10.13/byte-buddy-parent-1.10.13.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/net/bytebuddy/byte-buddy-parent/1.10.13/byte-buddy-parent-1.10.13.pom (41 kB at 1.9 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/net/bytebuddy/byte-buddy-agent/1.10.13/byte-buddy-agent-1.10.13.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/net/bytebuddy/byte-buddy-agent/1.10.13/byte-buddy-agent-1.10.13.pom (9.6 kB at 478 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/objenesis/objenesis/3.1/objenesis-3.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/objenesis/objenesis/3.1/objenesis-3.1.pom (3.5 kB at 196 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/objenesis/objenesis-parent/3.1/objenesis-parent-3.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/objenesis/objenesis-parent/3.1/objenesis-parent-3.1.pom (18 kB at 980 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/mockito/mockito-inline/3.5.6/mockito-inline-3.5.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/mockito/mockito-inline/3.5.6/mockito-inline-3.5.6.pom (25 kB at 1.1 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-core/1.12.327/aws-java-sdk-core-1.12.327.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/amazonaws/jmespath-java/1.12.327/jmespath-java-1.12.327.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-kms/1.12.327/aws-java-sdk-kms-1.12.327.jar
